schemaVersion,recordType,title,authors,paper_url,github_url,github_stars,published_date
1.0,RESEARCH_PAPER,Towards K-means-friendly Spaces: Simultaneous Deep Learning and Clustering,[],http://arxiv.org/abs/1610.04794v2,https://github.com/boyangumn/DCN,95,
1.0,RESEARCH_PAPER,Tencent ML-Images: A Large-Scale Multi-Label Image Database for Visual Representation Learning,[],https://arxiv.org/abs/1901.01703v7,https://github.com/Tencent/tencent-ml-images,3062,
1.0,RESEARCH_PAPER,Event Graphs: Advances and Applications of Second-Order Time-Unfolded Temporal Network Models,[],http://arxiv.org/abs/1809.03457v1,https://github.com/empiricalstateofmind/eventgraphs,23,
1.0,RESEARCH_PAPER,Supervised Learning of Universal Sentence Representations from Natural Language Inference Data,[],http://arxiv.org/abs/1705.02364v5,https://github.com/facebookresearch/InferSent,2279,
1.0,RESEARCH_PAPER,Efficient training of energy-based models via spin-glass control,[],https://arxiv.org/abs/1910.01592v4,https://github.com/apozas/rapid,5,
1.0,RESEARCH_PAPER,General Purpose Atomic Crosschain Transactions,[],https://arxiv.org/abs/2011.12783v4,https://github.com/ConsenSys/gpact,87,
1.0,RESEARCH_PAPER,MS-DPPs: Multi-Source Determinantal Point Processes for Contextual Diversity Refinement of Composite Attributes in Text to Image Retrieval,[],https://arxiv.org/abs/2507.06654v1,https://github.com/nec-n-sogi/msdpp,0,
1.0,RESEARCH_PAPER,Semantic Document Distance Measures and Unsupervised Document Revision Detection,[],http://arxiv.org/abs/1709.01256v2,https://github.com/XiaofengZhu/wDTW-wTED,1,
1.0,RESEARCH_PAPER,Benchmarking machine learning models on multi-centre eICU critical care dataset,[],https://arxiv.org/abs/1910.00964v3,https://github.com/mostafaalishahi/eICU_Benchmark,44,
1.0,RESEARCH_PAPER,1-OGC: The first open gravitational-wave catalog of binary mergers from analysis of public Advanced LIGO data,[],http://arxiv.org/abs/1811.01921v2,https://github.com/gwastro/1-ogc,11,
1.0,RESEARCH_PAPER,Modeling the Dynamics of Online Learning Activity,[],http://arxiv.org/abs/1610.05775v1,https://github.com/Networks-Learning/hdhp.py,36,
1.0,RESEARCH_PAPER,audino: A Modern Annotation Tool for Audio and Speech,[],https://arxiv.org/abs/2006.05236v2,https://github.com/midas-research/audino,1147,
1.0,RESEARCH_PAPER,Breaking the Nonsmooth Barrier: A Scalable Parallel Method for Composite Optimization,[],http://arxiv.org/abs/1707.06468v3,https://github.com/fabianp/ProxASAGA,13,
1.0,RESEARCH_PAPER,Constrained-size Tensorflow Models for YouTube-8M Video Understanding Challenge,[],http://arxiv.org/abs/1808.06739v3,https://github.com/boliu61/youtube-8m,6,
1.0,RESEARCH_PAPER,Accelerating Deep Unsupervised Domain Adaptation with Transfer Channel Pruning,[],http://arxiv.org/abs/1904.02654v1,https://github.com/jindongwang/transferlearning,14348,
1.0,RESEARCH_PAPER,Context-Aware Attentive Knowledge Tracing,[],https://arxiv.org/abs/2007.12324v1,https://github.com/arghosh/AKT,125,
1.0,RESEARCH_PAPER,Implicit self-consistent description of electrolyte in plane-wave density-functional theory,[],http://arxiv.org/abs/1601.03346v1,https://github.com/henniggroup/VASPsol,177,
1.0,RESEARCH_PAPER,Fast and Robust Multiple ColorChecker Detection using Deep Convolutional Neural Networks,[],http://arxiv.org/abs/1810.08639v1,https://github.com/pedrodiamel/colorchacker-detection,65,
1.0,RESEARCH_PAPER,Decision Stream: Cultivating Deep Decision Trees,[],http://arxiv.org/abs/1704.07657v3,https://github.com/aiff22/Decision-Stream,33,
1.0,RESEARCH_PAPER,Addressee and Response Selection in Multi-Party Conversations with Speaker Interaction RNNs,[],http://arxiv.org/abs/1709.04005v2,https://github.com/ryanzhumich/sirnn,4,
1.0,RESEARCH_PAPER,Interpret Federated Learning with Shapley Values,[],https://arxiv.org/abs/1905.04519v1,https://github.com/crownpku/federated_shap,39,
1.0,RESEARCH_PAPER,Hierarchy-of-Visual-Words: a Learning-based Approach for Trademark Image Retrieval,[],https://arxiv.org/abs/1908.02786v1,https://github.com/Prograf-UFF/HoVW,10,
1.0,RESEARCH_PAPER,Scene relighting with illumination estimation in the latent space on an encoder-decoder scheme,[],https://arxiv.org/abs/2006.02333v1,https://github.com/martin-ev/2DSceneRelighting,6,
1.0,RESEARCH_PAPER,M-FUSE: Multi-frame Fusion for Scene Flow Estimation,[],https://arxiv.org/abs/2207.05704v2,https://github.com/cv-stuttgart/m-fuse,22,
1.0,RESEARCH_PAPER,A FOFE-based Local Detection Approach for Named Entity Recognition and Mention Detection,[],http://arxiv.org/abs/1611.00801v1,https://github.com/xmb-cipher/fofe-ner,39,
1.0,RESEARCH_PAPER,Teacher-Student Curriculum Learning,[],http://arxiv.org/abs/1707.00183v2,https://github.com/tambetm/TSCL,85,
1.0,RESEARCH_PAPER,Extending Text-to-Speech Synthesis with Articulatory Movement Prediction using Ultrasound Tongue Imaging,[],https://arxiv.org/abs/2107.05550v1,https://github.com/BME-SmartLab/txt2ult,0,
1.0,RESEARCH_PAPER,MetaPruning: Meta Learning for Automatic Neural Network Channel Pruning,[],https://arxiv.org/abs/1903.10258v3,https://github.com/liuzechun/MetaPruning,352,
1.0,RESEARCH_PAPER,Variational Adversarial Active Learning,[],https://arxiv.org/abs/1904.00370v3,https://github.com/sinhasam/vaal,231,
1.0,RESEARCH_PAPER,Simple non-perturbative resummation schemes beyond mean-field: case study for scalar $φ^4$ theory in 1+1 dimensions,[],http://arxiv.org/abs/1901.05483v1,https://github.com/paro8929/Resummation,0,
1.0,RESEARCH_PAPER,FibeR-CNN: Expanding Mask R-CNN to Improve Image-Based Fiber Analysis,[],https://arxiv.org/abs/2006.04552v2,https://github.com/maxfrei750/synthPIC4Python,4,
1.0,RESEARCH_PAPER,Probabilistic FastText for Multi-Sense Word Embeddings,[],http://arxiv.org/abs/1806.02901v1,https://github.com/benathi/multisense-prob-fasttext,147,
1.0,RESEARCH_PAPER,Effective obstruction to lifting Tate classes from positive characteristic,[],https://arxiv.org/abs/2003.11037v3,https://github.com/edgarcosta/crystalline_obstruction,2,
1.0,RESEARCH_PAPER,FALCON: An accurate real-time monitor for client-based mobile network data analytics,[],https://arxiv.org/abs/1907.10110v2,https://github.com/falkenber9/falcon,361,
1.0,RESEARCH_PAPER,Joint Unsupervised Learning of Optical Flow and Depth by Watching Stereo Videos,[],http://arxiv.org/abs/1810.03654v1,https://github.com/baidu-research/UnDepthflow,131,
1.0,RESEARCH_PAPER,Rgtsvm: Support Vector Machines on a GPU in R,[],http://arxiv.org/abs/1706.05544v1,https://github.com/Danko-Lab/Rgtsvm,32,
1.0,RESEARCH_PAPER,ToyADMOS: A Dataset of Miniature-Machine Operating Sounds for Anomalous Sound Detection,[],https://arxiv.org/abs/1908.03299v1,https://github.com/YumaKoizumi/ToyADMOS-dataset,117,
1.0,RESEARCH_PAPER,Tha3aroon at NSURL-2019 Task 8: Semantic Question Similarity in Arabic,[],https://arxiv.org/abs/1912.12514v1,https://github.com/AliOsm/semantic-question-similarity,13,
1.0,RESEARCH_PAPER,GLAS: Global-to-Local Safe Autonomy Synthesis for Multi-Robot Motion Planning with End-to-End Learning,[],https://arxiv.org/abs/2002.11807v3,https://github.com/bpriviere/glas,51,
1.0,RESEARCH_PAPER,Constructing Metropolis-Hastings proposals using damped BFGS updates,[],http://arxiv.org/abs/1801.01243v2,https://github.com/compops/qnmh-sysid2018,2,
1.0,RESEARCH_PAPER,A Simple Dynamization of Trapezoidal Point Location in Planar Subdivisions,[],https://arxiv.org/abs/1912.03389v1,https://github.com/milutinB/dynamic_trapezoidal_map_impl,0,
1.0,RESEARCH_PAPER,Speeding up VP9 Intra Encoder with Hierarchical Deep Learning Based Partition Prediction,[],https://arxiv.org/abs/1906.06476v2,https://github.com/Somdyuti2/H-FCN,5,
1.0,RESEARCH_PAPER,Streaming Word Embeddings with the Space-Saving Algorithm,[],http://arxiv.org/abs/1704.07463v1,https://github.com/cjmay/athena,8,
1.0,RESEARCH_PAPER,MECT: Multi-Metadata Embedding based Cross-Transformer for Chinese Named Entity Recognition,[],https://arxiv.org/abs/2107.05418v1,https://github.com/CoderMusou/MECT4CNER,66,
1.0,RESEARCH_PAPER,A multimodal deep learning framework for scalable content based visual media retrieval,[],https://arxiv.org/abs/2105.08665v1,https://github.com/ambareeshravi/media_retrieval,2,
1.0,RESEARCH_PAPER,CullNet: Calibrated and Pose Aware Confidence Scores for Object Pose Estimation,[],https://arxiv.org/abs/1909.13476v1,https://github.com/kartikgupta-at-anu/CullNet,16,
1.0,RESEARCH_PAPER,Flashlight CNN Image Denoising,[],https://arxiv.org/abs/2003.00762v2,https://github.com/binhpht/flashlightCNN,8,
1.0,RESEARCH_PAPER,Probably Approximately Correct Vision-Based Planning using Motion Primitives,[],https://arxiv.org/abs/2002.12852v2,https://github.com/irom-lab/PAC-Vision-Planning,6,
1.0,RESEARCH_PAPER,Practical calibration of the temperature parameter in Gibbs posteriors,[],https://arxiv.org/abs/2004.10522v1,https://github.com/lucieperrotta/temperature_calibration,4,
1.0,RESEARCH_PAPER,A Simple Exponential Family Framework for Zero-Shot Learning,[],http://arxiv.org/abs/1707.08040v3,https://github.com/vkverma01/Zero-Shot,19,
1.0,RESEARCH_PAPER,"Democratizing Contrastive Language-Image Pre-training: A CLIP Benchmark of Data, Model, and Supervision",[],https://arxiv.org/abs/2203.05796v1,https://github.com/sense-gvt/declip,678,
1.0,RESEARCH_PAPER,Simulating Content Consistent Vehicle Datasets with Attribute Descent,[],https://arxiv.org/abs/1912.08855v2,https://github.com/yorkeyao/VehicleX,169,
1.0,RESEARCH_PAPER,FaultNet: A Deep Convolutional Neural Network for bearing fault classification,[],https://arxiv.org/abs/2010.02146v2,https://github.com/BaratiLab/FaultNet,41,
1.0,RESEARCH_PAPER,"A Low-Cost, Flexible and Portable Volumetric Capturing System",[],https://arxiv.org/abs/1909.01207v1,https://github.com/VCL3D/VolumetricCapture,532,
1.0,RESEARCH_PAPER,Inverse Kinematics for Serial Kinematic Chains via Sum of Squares Optimization,[],https://arxiv.org/abs/1909.09318v2,https://github.com/utiasSTARS/sos-ik,17,
1.0,RESEARCH_PAPER,"Simple, Scalable, and Stable Variational Deep Clustering",[],https://arxiv.org/abs/2005.08047v2,https://github.com/king/s3vdc,12,
1.0,RESEARCH_PAPER,A Distance-preserving Matrix Sketch,[],https://arxiv.org/abs/2009.03979v3,https://github.com/hrluo/DistancePreservingMatrixSketch,1,
1.0,RESEARCH_PAPER,JOBSKAPE: A Framework for Generating Synthetic Job Postings to Enhance Skill Matching,[],https://arxiv.org/abs/2402.03242v1,https://github.com/magantoine/jobskape,10,
1.0,RESEARCH_PAPER,What Are People Asking About COVID-19? A Question Classification Dataset,[],https://arxiv.org/abs/2005.12522v3,https://github.com/JerryWei03/COVID-Q,24,
1.0,RESEARCH_PAPER,Conversational Neuro-Symbolic Commonsense Reasoning,[],https://arxiv.org/abs/2006.10022v3,https://github.com/ForoughA/CORGI,27,
1.0,RESEARCH_PAPER,Quota-based debiasing can decrease representation of already underrepresented groups,[],https://arxiv.org/abs/2006.07647v1,https://github.com/ibsmirnov/debiasing,1,
1.0,RESEARCH_PAPER,Intra-Processing Methods for Debiasing Neural Networks,[],https://arxiv.org/abs/2006.08564v2,https://github.com/realityengines/post_hoc_debiasing,17,
1.0,RESEARCH_PAPER,On the effect of normalization layers on Differentially Private training of deep Neural networks,[],https://arxiv.org/abs/2006.10919v2,https://github.com/uds-lsv/SIDP,12,
1.0,RESEARCH_PAPER,Toward the first quantum simulation with quantum speedup,[],http://arxiv.org/abs/1711.10980v1,https://github.com/njross/simcount,29,
1.0,RESEARCH_PAPER,PIC: Permutation Invariant Critic for Multi-Agent Deep Reinforcement Learning,[],https://arxiv.org/abs/1911.00025v1,https://github.com/IouJenLiu/PIC,51,
1.0,RESEARCH_PAPER,Validations and Corrections of the SFD and Planck Reddening Maps Based on LAMOST and Gaia Data,[],https://arxiv.org/abs/2204.01521v3,https://github.com/qy-sunyang/extinction-maps-correction,2,
1.0,RESEARCH_PAPER,ASSD: Attentive Single Shot Multibox Detector,[],https://arxiv.org/abs/1909.12456v1,https://github.com/yijingru/ASSD-Pytorch,40,
1.0,RESEARCH_PAPER,Dynamic Dual-Attentive Aggregation Learning for Visible-Infrared Person Re-Identification,[],https://arxiv.org/abs/2007.09314v1,https://github.com/mangye16/DDAG,83,
1.0,RESEARCH_PAPER,Playing Chess with Limited Look Ahead,[],https://arxiv.org/abs/2007.02130v1,https://github.com/ArmanMaesumi/LimitedLookAheadChess,8,
1.0,RESEARCH_PAPER,Additive Noise Annealing and Approximation Properties of Quantized Neural Networks,[],https://arxiv.org/abs/1905.10452v1,https://github.com/spallanzanimatteo/QuantLab,8,
1.0,RESEARCH_PAPER,Amortized Synthesis of Constrained Configurations Using a Differentiable Surrogate,[],https://arxiv.org/abs/2106.09019v2,https://github.com/xingyuansun/amorsyn,3,
1.0,RESEARCH_PAPER,Iterative Surrogate Model Optimization (ISMO): An active learning algorithm for PDE constrained optimization with deep neural networks,[],https://arxiv.org/abs/2008.05730v1,https://github.com/kjetil-lye/iterative_surrogate_optimization,7,
1.0,RESEARCH_PAPER,SpatialFlow: Bridging All Tasks for Panoptic Segmentation,[],https://arxiv.org/abs/1910.08787v3,https://github.com/chensnathan/SpatialFlow,14,
1.0,RESEARCH_PAPER,Constructing Narrative Event Evolutionary Graph for Script Event Prediction,[],http://arxiv.org/abs/1805.05081v2,https://github.com/eecrazy/ConstructingNEEG_IJCAI_2018,164,
1.0,RESEARCH_PAPER,Language ID in the Wild: Unexpected Challenges on the Path to a Thousand-Language Web Text Corpus,[],https://arxiv.org/abs/2010.14571v2,https://github.com/google-research-datasets/TF-IDF-IIF-top100-wordlists,42,
1.0,RESEARCH_PAPER,Identity-Aware Multi-Sentence Video Description,[],https://arxiv.org/abs/2008.09791v1,https://github.com/jamespark3922/lsmdc-fillin,15,
1.0,RESEARCH_PAPER,RevPHiSeg: A Memory-Efficient Neural Network for Uncertainty Quantification in Medical Image Segmentation,[],https://arxiv.org/abs/2008.06999v2,https://github.com/gigantenbein/UNet-Zoo,23,
1.0,RESEARCH_PAPER,Learning to Reason in Round-based Games: Multi-task Sequence Generation for Purchasing Decision Making in First-person Shooters,[],https://arxiv.org/abs/2008.05131v1,https://github.com/derenlei/CS_Net,12,
1.0,RESEARCH_PAPER,Unsupervised Learning of Particle Image Velocimetry,[],https://arxiv.org/abs/2007.14487v1,https://github.com/erizmr/UnLiteFlowNet-PIV,67,
1.0,RESEARCH_PAPER,Robust Ego and Object 6-DoF Motion Estimation and Tracking,[],https://arxiv.org/abs/2007.13993v1,https://github.com/halajun/multimot_track,51,
1.0,RESEARCH_PAPER,XingGAN for Person Image Generation,[],https://arxiv.org/abs/2007.09278v1,https://github.com/Ha0Tang/XingGAN,224,
1.0,RESEARCH_PAPER,Shape Prior Deformation for Categorical 6D Object Pose and Size Estimation,[],https://arxiv.org/abs/2007.08454v1,https://github.com/mentian/object-deformnet,151,
1.0,RESEARCH_PAPER,Semi-Siamese Training for Shallow Face Learning,[],https://arxiv.org/abs/2007.08398v1,https://github.com/dituu/Semi-Siamese-Training,42,
1.0,RESEARCH_PAPER,Patch-wise Attack for Fooling Deep Neural Network,[],https://arxiv.org/abs/2007.06765v3,https://github.com/qilong-zhang/Patch-wise-iterative-attack,94,
1.0,RESEARCH_PAPER,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,[],https://arxiv.org/abs/2004.11892v1,https://github.com/awslabs/unsupervised-qa,57,
1.0,RESEARCH_PAPER,Certifying Joint Adversarial Robustness for Model Ensembles,[],https://arxiv.org/abs/2004.10250v1,https://github.com/jonas-maj/ensemble-adversarial-robustness,6,
1.0,RESEARCH_PAPER,LRTD: Long-Range Temporal Dependency based Active Learning for Surgical Workflow Recognition,[],https://arxiv.org/abs/2004.09845v2,https://github.com/xmichelleshihx/AL-LRTD,10,
1.0,RESEARCH_PAPER,SimAlign: High Quality Word Alignments without Parallel Training Data using Static and Contextualized Embeddings,[],https://arxiv.org/abs/2004.08728v4,https://github.com/masoudjs/simalign,398,
1.0,RESEARCH_PAPER,Geomstats: A Python Package for Riemannian Geometry in Machine Learning,[],https://arxiv.org/abs/2004.04667v1,https://github.com/geomstats/geomstats,1516,
1.0,RESEARCH_PAPER,Self-Supervised Viewpoint Learning From Image Collections,[],https://arxiv.org/abs/2004.01793v1,https://github.com/NVlabs/SSV,214,
1.0,RESEARCH_PAPER,Disentangling and Unifying Graph Convolutions for Skeleton-Based Action Recognition,[],https://arxiv.org/abs/2003.14111v2,https://github.com/kenziyuliu/ms-g3d,460,
1.0,RESEARCH_PAPER,Real-Time Detection of Dictionary DGA Network Traffic using Deep Learning,[],https://arxiv.org/abs/2003.12805v1,https://github.com/jinxmirror13/bilbo-bagging-hybrid,20,
1.0,RESEARCH_PAPER,Strip Pooling: Rethinking Spatial Pooling for Scene Parsing,[],https://arxiv.org/abs/2003.13328v1,https://github.com/Andrew-Qibin/SPNet,415,
1.0,RESEARCH_PAPER,Masked Face Recognition Dataset and Application,[],https://arxiv.org/abs/2003.09093v2,https://github.com/X-zhangyang/Real-World-Masked-Face-Dataset,2035,
1.0,RESEARCH_PAPER,COVID-19: The First Public Coronavirus Twitter Dataset,[],https://arxiv.org/abs/2003.07372v1,https://github.com/echen102/COVID-19-TweetIDs,722,
1.0,RESEARCH_PAPER,Relation-Aware Entity Alignment for Heterogeneous Knowledge Graphs,[],https://arxiv.org/abs/1908.08210v1,https://github.com/StephanieWyt/RDGCN,79,
1.0,RESEARCH_PAPER,PubLayNet: largest dataset ever for document layout analysis,[],https://arxiv.org/abs/1908.07836v1,https://github.com/ibm-aur-nlp/PubLayNet,1061,
1.0,RESEARCH_PAPER,Prosodic Phrase Alignment for Machine Dubbing,[],https://arxiv.org/abs/1908.07226v1,https://github.com/alpoktem/MachineDub,9,
1.0,RESEARCH_PAPER,VideoNavQA: Bridging the Gap between Visual and Embodied Question Answering,[],https://arxiv.org/abs/1908.04950v1,https://github.com/catalina17/VideoNavQA,25,
1.0,RESEARCH_PAPER,Consensus Maximization Tree Search Revisited,[],https://arxiv.org/abs/1908.02021v3,https://github.com/ZhipengCai/MaxConTreeSearch,23,
1.0,RESEARCH_PAPER,BLEBeacon: A Real-Subject Trial Dataset from Mobile Bluetooth Low Energy Beacons,[],https://arxiv.org/abs/1802.08782v2,https://github.com/dimisik/BLEBeacon-Dataset,17,
1.0,RESEARCH_PAPER,Biological and Shortest-Path Routing Procedures for Transportation Network Design,[],http://arxiv.org/abs/1803.03528v1,https://github.com/fqueyroi/tulip_plugins,1,
1.0,RESEARCH_PAPER,Active Learning with Gaussian Processes for High Throughput Phenotyping,[],http://arxiv.org/abs/1901.06803v1,https://github.com/sumitsk/algp,1,
1.0,RESEARCH_PAPER,Domain Adaptation for sEMG-based Gesture Recognition with Recurrent Neural Networks,[],https://arxiv.org/abs/1901.06958v2,https://github.com/ketyi/2SRNN,42,
1.0,RESEARCH_PAPER,Image Super-Resolution Using Very Deep Residual Channel Attention Networks,[],http://arxiv.org/abs/1807.02758v2,https://github.com/yulunzhang/RCAN,1506,
1.0,RESEARCH_PAPER,Steganalysis via a Convolutional Neural Network using Large Convolution Filters for Embedding Process with Same Stego Key,[],http://arxiv.org/abs/1605.07946v3,https://github.com/rcouturier/steganalysis_with_deep_learning,9,
1.0,RESEARCH_PAPER,Intraoperative margin assessment of human breast tissue in optical coherence tomography images using deep neural networks,[],http://arxiv.org/abs/1703.10827v1,https://github.com/AmalRT/DNN_Reg,3,
1.0,RESEARCH_PAPER,Stick-Breaking Variational Autoencoders,[],http://arxiv.org/abs/1605.06197v3,https://github.com/enalisnick/stick-breaking_dgms,95,
1.0,RESEARCH_PAPER,Generalization and Equilibrium in Generative Adversarial Nets (GANs),[],http://arxiv.org/abs/1703.00573v5,https://github.com/PrincetonML/MIX-plus-GANs,16,
1.0,RESEARCH_PAPER,How intelligent are convolutional neural networks?,[],http://arxiv.org/abs/1709.06126v2,https://github.com/zhennany/synthetic,2,
1.0,RESEARCH_PAPER,Learning a Rotation Invariant Detector with Rotatable Bounding Box,[],http://arxiv.org/abs/1711.09405v1,https://github.com/liulei01/DRBox,426,
1.0,RESEARCH_PAPER,TensorFlow Quantum: A Software Framework for Quantum Machine Learning,[],https://arxiv.org/abs/2003.02989v2,https://github.com/tensorflow/quantum,2179,
1.0,RESEARCH_PAPER,Action Segmentation with Joint Self-Supervised Temporal Domain Adaptation,[],https://arxiv.org/abs/2003.02824v3,https://github.com/cmhungsteve/SSTDA,158,
1.0,RESEARCH_PAPER,Dancing to Music,[],https://arxiv.org/abs/1911.02001v1,https://github.com/NVlabs/Dance2Music,536,
1.0,RESEARCH_PAPER,Deep Reinforcement Learning Control of Quantum Cartpoles,[],https://arxiv.org/abs/1910.09200v4,https://github.com/Z-T-WANG/DeepReinforcementLearningControlOfQuantumCartpoles,10,
1.0,RESEARCH_PAPER,Nonlinear classifiers for ranking problems based on kernelized SVM,[],https://arxiv.org/abs/2002.11436v2,https://github.com/VaclavMacha/ClassificationOnTop_new.jl,0,
1.0,RESEARCH_PAPER,Weakly- and Semi-Supervised Panoptic Segmentation,[],http://arxiv.org/abs/1808.03575v3,https://github.com/qizhuli/Weakly-Supervised-Panoptic-Segmentation,162,
1.0,RESEARCH_PAPER,Multi-task self-supervised learning for Robust Speech Recognition,[],https://arxiv.org/abs/2001.09239v2,https://github.com/santi-pdp/pase,446,
1.0,RESEARCH_PAPER,A Model to Search for Synthesizable Molecules,[],https://arxiv.org/abs/1906.05221v2,https://github.com/john-bradshaw/molecule-chef,82,
1.0,RESEARCH_PAPER,Adversarial Policy Gradient for Deep Learning Image Augmentation,[],https://arxiv.org/abs/1909.04108v1,https://github.com/victorychain/Adversarial-Policy-Gradient-Augmentation,13,
1.0,RESEARCH_PAPER,Improved Regularization of Convolutional Neural Networks with Cutout,[],http://arxiv.org/abs/1708.04552v2,https://github.com/uoguelph-mlrg/Cutout,557,
1.0,RESEARCH_PAPER,Real-time Vision-based Depth Reconstruction with NVidia Jetson,[],https://arxiv.org/abs/1907.07210v1,https://github.com/CnnDepth/tx2_fcnn_node,115,
1.0,RESEARCH_PAPER,A Kernel Perspective for Regularizing Deep Neural Networks,[],https://arxiv.org/abs/1810.00363v4,https://github.com/albietz/kernel_reg,22,
1.0,RESEARCH_PAPER,Query-guided End-to-End Person Search,[],https://arxiv.org/abs/1905.01203v1,https://github.com/munjalbharti/Query-guided-End-to-End-Person-Search,68,
1.0,RESEARCH_PAPER,"SCRDet: Towards More Robust Detection for Small, Cluttered and Rotated Objects",[],https://arxiv.org/abs/1811.07126v4,https://github.com/DetectionTeamUCAS/R2CNN-Plus-Plus_Tensorflow,240,
1.0,RESEARCH_PAPER,Towards Query Efficient Black-box Attacks: An Input-free Perspective,[],http://arxiv.org/abs/1809.02918v1,https://github.com/yalidu/input-free-attack,6,
1.0,RESEARCH_PAPER,"Texar: A Modularized, Versatile, and Extensible Toolkit for Text Generation",[],https://arxiv.org/abs/1809.00794v2,https://github.com/asyml/texar,2388,
1.0,RESEARCH_PAPER,Automatic Program Synthesis of Long Programs with a Learned Garbage Collector,[],http://arxiv.org/abs/1809.04682v2,https://github.com/amitz25/PCCoder,49,
1.0,RESEARCH_PAPER,Acquisition of Localization Confidence for Accurate Object Detection,[],http://arxiv.org/abs/1807.11590v1,https://github.com/vacancy/PreciseRoIPooling,781,
1.0,RESEARCH_PAPER,A repetition code of 15 qubits,[],https://arxiv.org/abs/1709.00990v3,https://github.com/decodoku/repetition_code,0,
1.0,RESEARCH_PAPER,Vision Based Dynamic Offside Line Marker for Soccer Games,[],http://arxiv.org/abs/1804.06438v1,https://github.com/surajkra/Offside_Tracker_EECS504,13,
1.0,RESEARCH_PAPER,Safe-by-Design Control for Euler-Lagrange Systems,[],https://arxiv.org/abs/2009.03767v2,https://github.com/shawcortez/safe-control-euler-lagrange,4,
1.0,RESEARCH_PAPER,Deep Energy-Based Modeling of Discrete-Time Physics,[],https://arxiv.org/abs/1905.08604v3,https://github.com/tksmatsubara/discrete-autograd,19,
1.0,RESEARCH_PAPER,Model-free bounds for multi-asset options using option-implied information and their exact computation,[],https://arxiv.org/abs/2006.14288v3,https://github.com/qikunxiang/ModelFreePriceBounds,3,
1.0,RESEARCH_PAPER,TedNet: A Pytorch Toolkit for Tensor Decomposition Networks,[],https://arxiv.org/abs/2104.05018v2,https://github.com/tnbar/tednet,99,
1.0,RESEARCH_PAPER,Annual modulations from secular variations: not relaxing DAMA?,[],https://arxiv.org/abs/2003.03340v2,https://github.com/piacent/bayes_analysis,0,
1.0,RESEARCH_PAPER,Task Programming: Learning Data Efficient Behavior Representations,[],https://arxiv.org/abs/2011.13917v2,https://github.com/neuroethology/TREBA,89,
1.0,RESEARCH_PAPER,Cubic function fields with prescribed ramification,[],https://arxiv.org/abs/2003.06673v2,https://github.com/JRSijsling/parshin_experiments,0,
1.0,RESEARCH_PAPER,Painting with baryons: augmenting N-body simulations with gas using deep generative models,[],https://arxiv.org/abs/1903.12173v2,https://github.com/tilmantroester/baryon_painter,8,
1.0,RESEARCH_PAPER,Teaching Temporal Logics to Neural Networks,[],https://arxiv.org/abs/2003.04218v3,https://github.com/reactive-systems/deepltl,33,
1.0,RESEARCH_PAPER,Adversarial Robustness Guarantees for Classification with Gaussian Processes,[],https://arxiv.org/abs/1905.11876v3,https://github.com/andreapatane/check-GPclass,4,
1.0,RESEARCH_PAPER,"Are ""Undocumented Workers"" the Same as ""Illegal Aliens""? Disentangling Denotation and Connotation in Vector Spaces",[],https://arxiv.org/abs/2010.02976v2,https://github.com/awebson/congressional_adversary,12,
1.0,RESEARCH_PAPER,You Only Derive Once (YODO): Automatic Differentiation for Efficient Sensitivity Analysis in Bayesian Networks,[],https://arxiv.org/abs/2206.08687v1,https://github.com/rballester/yodo,2,
1.0,RESEARCH_PAPER,Music Genre Classification using Machine Learning Techniques,[],http://arxiv.org/abs/1804.01149v1,https://github.com/HareeshBahuleyan/music-genre-classification,101,
1.0,RESEARCH_PAPER,Rainfall-Runoff Prediction at Multiple Timescales with a Single Long Short-Term Memory Network,[],https://arxiv.org/abs/2010.07921v1,https://github.com/gauchm/mts-lstm,44,
1.0,RESEARCH_PAPER,PCRNet: Point Cloud Registration Network using PointNet Encoding,[],https://arxiv.org/abs/1908.07906v2,https://github.com/vinits5/pcrnet,83,
1.0,RESEARCH_PAPER,"Automatic differentiation of Sylvester, Lyapunov, and algebraic Riccati equations",[],https://arxiv.org/abs/2011.11430v2,https://github.com/tachukao/autodiff-inverse-lqr,6,
1.0,RESEARCH_PAPER,Two-stage generative adversarial networks for document image binarization with color noise and background removal,[],https://arxiv.org/abs/2010.10103v3,https://github.com/opensuh/DocumentBinarization,59,
1.0,RESEARCH_PAPER,ConfNet2Seq: Full Length Answer Generation from Spoken Questions,[],https://arxiv.org/abs/2006.05163v2,https://github.com/kolk/ConfnetPointerGenBaseline,2,
1.0,RESEARCH_PAPER,Rotate to Attend: Convolutional Triplet Attention Module,[],https://arxiv.org/abs/2010.03045v2,https://github.com/LandskapeAI/triplet-attention,442,
1.0,RESEARCH_PAPER,Transferable Visual Words: Exploiting the Semantics of Anatomical Patterns for Self-supervised Learning,[],https://arxiv.org/abs/2102.10680v1,https://github.com/JLiangLab/TransVW,63,
1.0,RESEARCH_PAPER,Githru: Visual Analytics for Understanding Software Development History Through Git Metadata Analysis,[],https://arxiv.org/abs/2009.03115v2,https://github.com/githru/githru,68,
1.0,RESEARCH_PAPER,Interactive Discovery System for Direct Democracy,[],http://arxiv.org/abs/1807.04448v1,https://github.com/elaragon/decide-topics,2,
